state,MONTHNAME(CustomerAccount.regDate),YEAR(CustomerAccount.regDate),permission,CustomerIDCount
Kansas,December,2012,1,4
Kentucky,December,2012,0,29
Kentucky,December,2012,1,23
Louisiana,December,2012,0,1
Louisiana,December,2012,1,2
Maine,December,2012,1,1
Maryland,December,2012,0,10
Maryland,December,2012,1,17
Massachusetts,December,2012,1,4
Michigan,December,2012,1,2
Minnesota,December,2012,0,32
Minnesota,December,2012,1,29
Mississippi,December,2012,1,2
Missouri,December,2012,1,2
Nevada,December,2012,1,1
New Hampshire,December,2012,1,1
New Jersey,December,2012,1,3
New York,December,2012,0,77
New York,December,2012,1,87
North Carolina,December,2012,0,16
North Carolina,December,2012,1,29
North Dakota,December,2012,0,34
North Dakota,December,2012,1,21
Ohio,December,2012,0,26
Ohio,December,2012,1,29
Oklahoma,December,2012,1,1
Oregon,December,2012,0,22
Oregon,December,2012,1,27
Pennsylvania,December,2012,0,38
Pennsylvania,December,2012,1,36
Puerto Rico,December,2012,0,1
Rhode Island,December,2012,1,1
South Carolina,December,2012,1,2
Tennessee,December,2012,1,1
Texas,December,2012,0,32
Texas,December,2012,1,42
Utah,December,2012,1,2
Virginia,December,2012,0,30
Virginia,December,2012,1,26
Washington,December,2012,1,6
West Virginia,December,2012,1,1
Wisconsin,December,2012,0,1
Wisconsin,December,2012,1,5
,December,2013,0,46
,December,2013,1,152
Alabama,December,2013,1,4
Arizona,December,2013,1,1
Armed Forces,December,2013,1,1
California,December,2013,0,134
California,December,2013,1,203
Colorado,December,2013,0,29
Colorado,December,2013,1,28
Connecticut,December,2013,0,27
Connecticut,December,2013,1,27
Delaware,December,2013,1,1
Florida,December,2013,0,46
Florida,December,2013,1,75
Georgia,December,2013,1,3
Hawaii,December,2013,0,1
Idaho,December,2013,0,36
Idaho,December,2013,1,42
Illinois,December,2013,0,2
Illinois,December,2013,1,3
Indiana,December,2013,0,27
Indiana,December,2013,1,33
Kansas,December,2013,1,1
Kentucky,December,2013,0,32
Kentucky,December,2013,1,54
Louisiana,December,2013,1,2
Maryland,December,2013,0,25
Maryland,December,2013,1,29
Michigan,December,2013,1,8
Minnesota,December,2013,0,49
Minnesota,December,2013,1,46
Missouri,December,2013,1,1
Nevada,December,2013,0,1
New Hampshire,December,2013,1,1
New Jersey,December,2013,1,2
New York,December,2013,0,117
New York,December,2013,1,116
North Carolina,December,2013,0,32
North Carolina,December,2013,1,39
North Dakota,December,2013,0,24
North Dakota,December,2013,1,42
Ohio,December,2013,0,19
Ohio,December,2013,1,25
Oklahoma,December,2013,1,4
Oregon,December,2013,0,33
Oregon,December,2013,1,39
Pennsylvania,December,2013,0,41
Pennsylvania,December,2013,1,61
Puerto Rico,December,2013,0,1
South Carolina,December,2013,1,2
Tennessee,December,2013,1,5
Texas,December,2013,0,34
Texas,December,2013,1,56
Virginia,December,2013,0,38
Virginia,December,2013,1,58
Washington,December,2013,1,3
,December,2014,0,59
,December,2014,1,73
California,December,2014,0,156
California,December,2014,1,156
Colorado,December,2014,0,24
Colorado,December,2014,1,26
Connecticut,December,2014,0,26
Connecticut,December,2014,1,26
Florida,December,2014,0,75
Florida,December,2014,1,76
Georgia,December,2014,1,5
Idaho,December,2014,0,52
Idaho,December,2014,1,27
Illinois,December,2014,1,2
Indiana,December,2014,0,41
Indiana,December,2014,1,29
Kansas,December,2014,1,2
Kentucky,December,2014,0,40
Kentucky,December,2014,1,41
Maryland,December,2014,0,15
Maryland,December,2014,1,29
Massachusetts,December,2014,0,1
Michigan,December,2014,0,1
Minnesota,December,2014,0,48
Minnesota,December,2014,1,45
Nebraska,December,2014,0,1
Nevada,December,2014,1,1
New Jersey,December,2014,1,1
New York,December,2014,0,110
New York,December,2014,1,111
North Carolina,December,2014,0,49
North Carolina,December,2014,1,37
North Dakota,December,2014,0,31
North Dakota,December,2014,1,32
Ohio,December,2014,0,31
Ohio,December,2014,1,27
Oklahoma,December,2014,1,2
Oregon,December,2014,0,27
Oregon,December,2014,1,26
Pennsylvania,December,2014,0,53
Pennsylvania,December,2014,1,48
South Carolina,December,2014,1,1
South Dakota,December,2014,0,1
South Dakota,December,2014,1,1
Texas,December,2014,0,40
Texas,December,2014,1,49
Virginia,December,2014,0,45
Virginia,December,2014,1,47
West Virginia,December,2014,1,1
Wisconsin,December,2014,0,1
California,February,2002,1,1
Colorado,February,2002,1,1
Indiana,February,2002,1,1
Minnesota,February,2002,1,1
Pennsylvania,February,2002,1,2
Virginia,February,2002,1,2
California,February,2004,1,1
Colorado,February,2004,1,1
Connecticut,February,2004,1,1
Kansas,February,2004,1,1
New York,February,2004,0,1
New York,February,2004,1,1
North Carolina,February,2004,1,1
North Dakota,February,2004,1,1
Texas,February,2004,1,1
California,February,2005,0,1
Colorado,February,2005,0,1
Florida,February,2005,1,1
Illinois,February,2005,1,1
Minnesota,February,2005,1,1
New York,February,2005,1,2
North Dakota,February,2005,1,1
Ohio,February,2005,1,2
Pennsylvania,February,2005,1,1
South Carolina,February,2005,1,1
,February,2006,0,1
Alabama,February,2006,1,1
California,February,2006,0,1
California,February,2006,1,6
Colorado,February,2006,1,1
Connecticut,February,2006,1,2
Florida,February,2006,1,6
Idaho,February,2006,1,1
Illinois,February,2006,1,1
Indiana,February,2006,1,3
Kentucky,February,2006,0,1
Kentucky,February,2006,1,2
Maryland,February,2006,1,4
Michigan,February,2006,1,1
Minnesota,February,2006,1,3
New York,February,2006,0,1
New York,February,2006,1,8
North Carolina,February,2006,1,4
Oregon,February,2006,1,1
Pennsylvania,February,2006,1,6
Texas,February,2006,1,6
Virginia,February,2006,0,1
Virginia,February,2006,1,1
,February,2007,1,1
Connecticut,February,2007,0,1
Indiana,February,2007,1,4
Minnesota,February,2007,1,1
New York,February,2007,1,2
North Carolina,February,2007,1,1
Pennsylvania,February,2007,0,1
Texas,February,2007,0,1
,February,2008,0,3
,February,2008,1,17
Arizona,February,2008,1,1
California,February,2008,0,2
California,February,2008,1,16
Colorado,February,2008,0,1
Colorado,February,2008,1,2
Delaware,February,2008,1,1
Florida,February,2008,0,2
Florida,February,2008,1,6
Georgia,February,2008,0,1
Idaho,February,2008,0,2
Idaho,February,2008,1,1
Illinois,February,2008,1,1
Indiana,February,2008,0,2
Indiana,February,2008,1,2
Kentucky,February,2008,1,6
Louisiana,February,2008,1,1
Maryland,February,2008,0,1
Minnesota,February,2008,0,1
Minnesota,February,2008,1,5
Missouri,February,2008,1,1
New York,February,2008,0,1
New York,February,2008,1,4
North Carolina,February,2008,0,1
North Carolina,February,2008,1,1
North Dakota,February,2008,0,1
North Dakota,February,2008,1,6
Oklahoma,February,2008,1,1
Oregon,February,2008,0,1
Oregon,February,2008,1,3
Pennsylvania,February,2008,0,3
Pennsylvania,February,2008,1,3
Texas,February,2008,0,2
Texas,February,2008,1,3
Virginia,February,2008,1,2
Washington,February,2008,1,1
,February,2009,0,9
,February,2009,1,1
Alabama,February,2009,1,1
Arizona,February,2009,1,2
California,February,2009,0,7
California,February,2009,1,17
Colorado,February,2009,0,1
Colorado,February,2009,1,4
Connecticut,February,2009,0,1
Connecticut,February,2009,1,2
Florida,February,2009,0,2
Florida,February,2009,1,8
Idaho,February,2009,0,3
Idaho,February,2009,1,1
Illinois,February,2009,1,1
Indiana,February,2009,0,2
Indiana,February,2009,1,5
Kentucky,February,2009,1,2
Maryland,February,2009,1,2
Massachusetts,February,2009,1,1
Minnesota,February,2009,0,1
Minnesota,February,2009,1,8
Missouri,February,2009,1,1
New Jersey,February,2009,1,1
New York,February,2009,0,8
New York,February,2009,1,15
North Carolina,February,2009,0,3
North Carolina,February,2009,1,2
North Dakota,February,2009,0,3
North Dakota,February,2009,1,1
Ohio,February,2009,0,1
Ohio,February,2009,1,4
Oregon,February,2009,0,1
Oregon,February,2009,1,1
Pennsylvania,February,2009,0,3
Pennsylvania,February,2009,1,4
Tennessee,February,2009,1,1
Texas,February,2009,0,3
Texas,February,2009,1,9
Virginia,February,2009,0,4
Virginia,February,2009,1,5
Washington,February,2009,1,2
,February,2010,0,1
,February,2010,1,2
California,February,2010,1,14
Colorado,February,2010,0,1
Colorado,February,2010,1,2
Florida,February,2010,0,1
Florida,February,2010,1,3
Georgia,February,2010,1,1
Indiana,February,2010,1,2
Michigan,February,2010,1,1
Minnesota,February,2010,1,3
New Mexico,February,2010,1,1
New York,February,2010,1,6
North Carolina,February,2010,0,1
North Carolina,February,2010,1,5
North Dakota,February,2010,1,3
Ohio,February,2010,1,2
Oklahoma,February,2010,1,1
Oregon,February,2010,1,1
Pennsylvania,February,2010,0,4
Texas,February,2010,1,6
Utah,February,2010,1,1
Virginia,February,2010,0,3
Virginia,February,2010,1,1
Washington,February,2010,1,1
,February,2011,0,2
,February,2011,1,3
California,February,2011,0,8
California,February,2011,1,16
Colorado,February,2011,1,3
Connecticut,February,2011,0,1
Connecticut,February,2011,1,2
Florida,February,2011,0,3
Florida,February,2011,1,7
Georgia,February,2011,0,1
Idaho,February,2011,0,3
Idaho,February,2011,1,3
Indiana,February,2011,0,1
Indiana,February,2011,1,3
Kentucky,February,2011,0,3
Kentucky,February,2011,1,3
Maryland,February,2011,1,2
Michigan,February,2011,1,1
Minnesota,February,2011,0,1
Minnesota,February,2011,1,6
Mississippi,February,2011,1,1
New York,February,2011,0,3
New York,February,2011,1,5
North Carolina,February,2011,0,2
North Carolina,February,2011,1,2
North Dakota,February,2011,0,1
North Dakota,February,2011,1,1
Ohio,February,2011,0,4
Ohio,February,2011,1,3
Oregon,February,2011,1,2
Pennsylvania,February,2011,0,2
Pennsylvania,February,2011,1,2
Texas,February,2011,0,1
Texas,February,2011,1,2
Virginia,February,2011,0,4
Virginia,February,2011,1,2
,February,2012,0,15
,February,2012,1,2
Arizona,February,2012,1,1
California,February,2012,0,8
California,February,2012,1,18
Colorado,February,2012,0,3
Connecticut,February,2012,0,3
Connecticut,February,2012,1,3
Florida,February,2012,0,5
Florida,February,2012,1,4
Georgia,February,2012,1,1
Idaho,February,2012,1,8
Illinois,February,2012,1,2
Indiana,February,2012,0,1
Indiana,February,2012,1,3
Kentucky,February,2012,0,3
Kentucky,February,2012,1,7
Maryland,February,2012,1,4
Michigan,February,2012,1,2
Minnesota,February,2012,0,4
Minnesota,February,2012,1,9
Mississippi,February,2012,0,1
Missouri,February,2012,1,1
New York,February,2012,0,7
New York,February,2012,1,12
North Carolina,February,2012,0,1
North Carolina,February,2012,1,3
North Dakota,February,2012,0,2
North Dakota,February,2012,1,5
Ohio,February,2012,0,2
Ohio,February,2012,1,6
Oklahoma,February,2012,1,1
Oregon,February,2012,0,2
Oregon,February,2012,1,6
Pennsylvania,February,2012,0,2
Pennsylvania,February,2012,1,3
Texas,February,2012,0,3
Texas,February,2012,1,2
Utah,February,2012,0,1
Utah,February,2012,1,1
Virginia,February,2012,0,1
Virginia,February,2012,1,3
Washington,February,2012,1,1
,February,2013,0,2
,February,2013,1,6
California,February,2013,0,65
California,February,2013,1,58
Colorado,February,2013,0,12
Colorado,February,2013,1,13
Connecticut,February,2013,0,10
Connecticut,February,2013,1,12
Florida,February,2013,0,22
Florida,February,2013,1,28
Georgia,February,2013,1,5
Idaho,February,2013,0,17
Idaho,February,2013,1,19
Illinois,February,2013,1,7
Indiana,February,2013,0,9
Indiana,February,2013,1,17
Kansas,February,2013,1,1
Kentucky,February,2013,0,17
Kentucky,February,2013,1,17
Louisiana,February,2013,1,1
Maryland,February,2013,0,5
Maryland,February,2013,1,3
Michigan,February,2013,0,1
Michigan,February,2013,1,2
Minnesota,February,2013,0,17
Minnesota,February,2013,1,21
Missouri,February,2013,1,2
New Jersey,February,2013,1,2
New York,February,2013,0,44
New York,February,2013,1,54
North Carolina,February,2013,0,14
North Carolina,February,2013,1,14
North Dakota,February,2013,0,12
North Dakota,February,2013,1,19
Ohio,February,2013,0,17
Ohio,February,2013,1,13
Oregon,February,2013,0,11
Oregon,February,2013,1,6
Pennsylvania,February,2013,0,24
Pennsylvania,February,2013,1,20
Rhode Island,February,2013,1,1
Tennessee,February,2013,1,1
Texas,February,2013,0,21
Texas,February,2013,1,24
Utah,February,2013,1,2
Virginia,February,2013,0,20
Virginia,February,2013,1,18
Washington,February,2013,1,1
West Virginia,February,2013,1,1
Wisconsin,February,2013,1,2
,February,2014,0,45
,February,2014,1,132
Arizona,February,2014,0,1
Arizona,February,2014,1,2
Arkansas,February,2014,1,2
California,February,2014,0,80
California,February,2014,1,153
Colorado,February,2014,0,12
Colorado,February,2014,1,19
Connecticut,February,2014,0,11
Connecticut,February,2014,1,23
District of Columbia,February,2014,1,1
Florida,February,2014,0,49
Florida,February,2014,1,70
Georgia,February,2014,1,3
Hawaii,February,2014,1,2
Idaho,February,2014,0,25
Idaho,February,2014,1,40
Illinois,February,2014,1,1
Indiana,February,2014,0,18
Indiana,February,2014,1,25
Iowa,February,2014,1,1
Kentucky,February,2014,0,25
Kentucky,February,2014,1,31
Louisiana,February,2014,1,2
Maine,February,2014,1,1
Maryland,February,2014,0,13
Maryland,February,2014,1,25
Michigan,February,2014,0,1
Michigan,February,2014,1,3
Minnesota,February,2014,0,25
Minnesota,February,2014,1,35
Nebraska,February,2014,1,2
Nevada,February,2014,1,4
New Jersey,February,2014,1,2
New Mexico,February,2014,1,2
New York,February,2014,0,59
New York,February,2014,1,78
North Carolina,February,2014,0,22
North Carolina,February,2014,1,27
North Dakota,February,2014,0,21
North Dakota,February,2014,1,33
Ohio,February,2014,0,20
Ohio,February,2014,1,34
Oklahoma,February,2014,1,4
Oregon,February,2014,0,17
Oregon,February,2014,1,29
Pennsylvania,February,2014,0,19
Pennsylvania,February,2014,1,45
Puerto Rico,February,2014,1,1
Rhode Island,February,2014,1,1
Tennessee,February,2014,1,2
Texas,February,2014,0,29
Texas,February,2014,1,55
Utah,February,2014,1,1
Virginia,February,2014,0,25
Virginia,February,2014,1,58
Washington,February,2014,1,3
Wisconsin,February,2014,0,1
Wisconsin,February,2014,1,1
Wyoming,February,2014,1,1
,February,2015,0,33
,February,2015,1,66
California,February,2015,0,119
California,February,2015,1,84
Colorado,February,2015,0,13
Colorado,February,2015,1,10
Connecticut,February,2015,0,25
Connecticut,February,2015,1,18
Florida,February,2015,0,46
Florida,February,2015,1,36
Hawaii,February,2015,0,1
Idaho,February,2015,0,31
Idaho,February,2015,1,17
Indiana,February,2015,0,36
Indiana,February,2015,1,17
Kentucky,February,2015,0,25
Kentucky,February,2015,1,17
Maryland,February,2015,0,15
Maryland,February,2015,1,15
Michigan,February,2015,0,1
Minnesota,February,2015,0,45
Minnesota,February,2015,1,21
New York,February,2015,0,81
New York,February,2015,1,75
North Carolina,February,2015,0,19
North Carolina,February,2015,1,19
North Dakota,February,2015,0,26
North Dakota,February,2015,1,22
Ohio,February,2015,0,28
Ohio,February,2015,1,18
Oregon,February,2015,0,26
Oregon,February,2015,1,29
Pennsylvania,February,2015,0,33
Pennsylvania,February,2015,1,24
Texas,February,2015,0,37
Texas,February,2015,1,29
Virginia,February,2015,0,22
Virginia,February,2015,1,19
New York,January,2002,1,1
North Carolina,January,2002,1,1
Wisconsin,January,2002,1,1
California,January,2004,0,2
California,January,2004,1,1
Connecticut,January,2004,1,1
California,January,2005,0,2
Idaho,January,2005,1,1
Nebraska,January,2005,1,1
New York,January,2005,1,1
North Carolina,January,2005,1,2
Ohio,January,2005,1,2
Pennsylvania,January,2005,1,2
Texas,January,2005,1,4
Virginia,January,2005,1,1
,January,2006,0,2
,January,2006,1,1
California,January,2006,0,1
California,January,2006,1,9
Colorado,January,2006,1,1
Connecticut,January,2006,1,1
Florida,January,2006,0,2
Florida,January,2006,1,2
Georgia,January,2006,0,1
Idaho,January,2006,0,1
Illinois,January,2006,1,1
Indiana,January,2006,0,1
Kansas,January,2006,1,2
Kentucky,January,2006,0,1
Kentucky,January,2006,1,1
Maryland,January,2006,1,1
Minnesota,January,2006,0,1
Minnesota,January,2006,1,3
Mississippi,January,2006,1,1
Nevada,January,2006,1,1
New Jersey,January,2006,1,1
New York,January,2006,0,1
New York,January,2006,1,9
North Carolina,January,2006,1,1
North Dakota,January,2006,1,1
Ohio,January,2006,0,2
Ohio,January,2006,1,2
Oregon,January,2006,1,1
Pennsylvania,January,2006,1,4
Texas,January,2006,1,3
Virginia,January,2006,1,2
,January,2007,0,2
,January,2007,1,1
Alaska,January,2007,1,1
Arizona,January,2007,1,1
California,January,2007,1,8
Colorado,January,2007,0,1
Connecticut,January,2007,1,1
Florida,January,2007,0,1
Florida,January,2007,1,5
Idaho,January,2007,0,2
Idaho,January,2007,1,1
Illinois,January,2007,1,1
Kentucky,January,2007,1,3
Maryland,January,2007,1,1
Massachusetts,January,2007,1,1
Minnesota,January,2007,1,3
Nevada,January,2007,0,1
New York,January,2007,0,2
New York,January,2007,1,7
North Carolina,January,2007,1,1
Ohio,January,2007,0,2
Pennsylvania,January,2007,1,2
Texas,January,2007,1,2
Virginia,January,2007,1,1
,January,2008,1,1
California,January,2008,0,1
California,January,2008,1,6
Colorado,January,2008,1,2
Connecticut,January,2008,1,1
Florida,January,2008,0,1
Florida,January,2008,1,4
Idaho,January,2008,1,1
Indiana,January,2008,1,1
Kentucky,January,2008,0,1
Kentucky,January,2008,1,3
Maryland,January,2008,1,4
Minnesota,January,2008,1,2
New Jersey,January,2008,0,1
New York,January,2008,0,3
New York,January,2008,1,7
North Carolina,January,2008,1,1
North Dakota,January,2008,1,3
Ohio,January,2008,1,2
Oregon,January,2008,1,1
Puerto Rico,January,2008,1,1
Texas,January,2008,1,2
Virginia,January,2008,1,1
Arizona,January,2009,1,1
Arkansas,January,2009,1,1
California,January,2009,0,1
California,January,2009,1,6
Colorado,January,2009,1,1
Connecticut,January,2009,1,4
Florida,January,2009,1,3
Idaho,January,2009,0,1
Idaho,January,2009,1,1
Illinois,January,2009,1,1
Indiana,January,2009,0,1
Indiana,January,2009,1,1
Kentucky,January,2009,1,4
Maryland,January,2009,1,1
Massachusetts,January,2009,1,2
New York,January,2009,1,3
North Carolina,January,2009,0,1
North Carolina,January,2009,1,3
North Dakota,January,2009,1,4
Ohio,January,2009,1,2
Oklahoma,January,2009,1,1
Oregon,January,2009,1,3
Pennsylvania,January,2009,1,3
Texas,January,2009,0,1
Texas,January,2009,1,1
Virginia,January,2009,0,1
Virginia,January,2009,1,2
West Virginia,January,2009,1,1
,January,2010,0,20
,January,2010,1,4
Alabama,January,2010,1,2
Arizona,January,2010,1,1
Arkansas,January,2010,1,1
California,January,2010,0,10
California,January,2010,1,35
Colorado,January,2010,0,4
Colorado,January,2010,1,3
Connecticut,January,2010,0,4
Connecticut,January,2010,1,5
Florida,January,2010,0,8
Florida,January,2010,1,14
Georgia,January,2010,1,1
Idaho,January,2010,0,1
Idaho,January,2010,1,8
Illinois,January,2010,1,2
Indiana,January,2010,1,4
Iowa,January,2010,1,1
Kentucky,January,2010,1,7
Louisiana,January,2010,1,1
Maryland,January,2010,0,1
Maryland,January,2010,1,2
Massachusetts,January,2010,1,1
Michigan,January,2010,1,1
Minnesota,January,2010,0,3
Minnesota,January,2010,1,7
Missouri,January,2010,1,1
Nebraska,January,2010,1,1
New Hampshire,January,2010,1,1
New Jersey,January,2010,1,2
New Mexico,January,2010,1,1
New York,January,2010,0,8
New York,January,2010,1,23
North Carolina,January,2010,0,3
North Carolina,January,2010,1,8
North Dakota,January,2010,0,5
North Dakota,January,2010,1,4
Ohio,January,2010,0,4
Ohio,January,2010,1,12
Oklahoma,January,2010,1,1
Oregon,January,2010,0,1
Oregon,January,2010,1,3
Pennsylvania,January,2010,0,4
Pennsylvania,January,2010,1,12
South Carolina,January,2010,1,1
Tennessee,January,2010,1,1
Texas,January,2010,0,5
Texas,January,2010,1,8
Virginia,January,2010,0,6
Virginia,January,2010,1,5
Washington,January,2010,1,3
Wisconsin,January,2010,1,1
,January,2011,0,6
,January,2011,1,4
California,January,2011,0,6
California,January,2011,1,14
Colorado,January,2011,0,2
Colorado,January,2011,1,3
Connecticut,January,2011,1,2
Florida,January,2011,0,5
Florida,January,2011,1,8
Idaho,January,2011,0,1
Idaho,January,2011,1,6
Illinois,January,2011,1,1
Indiana,January,2011,1,3
Kentucky,January,2011,0,1
Kentucky,January,2011,1,6
Maryland,January,2011,0,1
Maryland,January,2011,1,3
Michigan,January,2011,1,1
Minnesota,January,2011,0,1
Minnesota,January,2011,1,6
New York,January,2011,0,8
New York,January,2011,1,9
North Carolina,January,2011,0,2
North Carolina,January,2011,1,5
North Dakota,January,2011,1,4
Ohio,January,2011,0,2
Ohio,January,2011,1,6
Oregon,January,2011,0,3
Oregon,January,2011,1,4
Pennsylvania,January,2011,0,1
Pennsylvania,January,2011,1,4
Puerto Rico,January,2011,1,1
Texas,January,2011,0,5
Texas,January,2011,1,5
Virginia,January,2011,0,5
Virginia,January,2011,1,1
,January,2012,0,9
,January,2012,1,2
California,January,2012,0,9
California,January,2012,1,12
Colorado,January,2012,1,5
Connecticut,January,2012,0,4
Connecticut,January,2012,1,1
Florida,January,2012,0,2
Florida,January,2012,1,6
Georgia,January,2012,1,1
Idaho,January,2012,0,2
Idaho,January,2012,1,2
Indiana,January,2012,0,3
Indiana,January,2012,1,2
Kansas,January,2012,1,1
Kentucky,January,2012,1,5
Maryland,January,2012,0,3
Maryland,January,2012,1,1
Minnesota,January,2012,0,1
Minnesota,January,2012,1,8
Mississippi,January,2012,1,1
New Jersey,January,2012,1,1
New Mexico,January,2012,1,1
New York,January,2012,0,8
New York,January,2012,1,10
North Carolina,January,2012,0,1
North Carolina,January,2012,1,3
North Dakota,January,2012,0,3
North Dakota,January,2012,1,6
Ohio,January,2012,0,4
Ohio,January,2012,1,3
Oregon,January,2012,1,1
Pennsylvania,January,2012,0,5
Pennsylvania,January,2012,1,3
Texas,January,2012,0,2
Texas,January,2012,1,7
Virginia,January,2012,0,4
Virginia,January,2012,1,5
Wisconsin,January,2012,1,1
,January,2013,0,6
,January,2013,1,4
Arizona,January,2013,1,3
California,January,2013,0,62
California,January,2013,1,79
Colorado,January,2013,0,17
Colorado,January,2013,1,11
Connecticut,January,2013,0,9
Connecticut,January,2013,1,17
Delaware,January,2013,1,1
Florida,January,2013,0,21
Florida,January,2013,1,32
Georgia,January,2013,0,1
Georgia,January,2013,1,2
Idaho,January,2013,0,16
Idaho,January,2013,1,15
Illinois,January,2013,1,4
Indiana,January,2013,0,16
Indiana,January,2013,1,14
Iowa,January,2013,1,2
Kansas,January,2013,1,2
Kentucky,January,2013,0,22
Kentucky,January,2013,1,23
Louisiana,January,2013,1,2
Maryland,January,2013,0,10
Maryland,January,2013,1,9
Massachusetts,January,2013,1,1
Minnesota,January,2013,0,17
Minnesota,January,2013,1,23
Montana,January,2013,1,1
New Jersey,January,2013,1,2
New Mexico,January,2013,1,1
New York,January,2013,0,43
New York,January,2013,1,47
North Carolina,January,2013,0,9
North Carolina,January,2013,1,19
North Dakota,January,2013,0,13
North Dakota,January,2013,1,11
Ohio,January,2013,0,12
Ohio,January,2013,1,18
Oklahoma,January,2013,1,1
Oregon,January,2013,0,25
Oregon,January,2013,1,17
Pennsylvania,January,2013,0,19
Pennsylvania,January,2013,1,22
South Carolina,January,2013,0,1
Tennessee,January,2013,0,1
Tennessee,January,2013,1,3
Texas,January,2013,0,14
Texas,January,2013,1,26
Utah,January,2013,1,2
Virginia,January,2013,0,17
Virginia,January,2013,1,17
Washington,January,2013,1,3
Wisconsin,January,2013,1,2
,January,2014,0,26
,January,2014,1,195
Alaska,January,2014,1,1
Arizona,January,2014,1,3
Armed Forces Pacific,January,2014,1,1
California,January,2014,0,77
California,January,2014,1,152
Colorado,January,2014,0,14
Colorado,January,2014,1,24
Connecticut,January,2014,0,15
Connecticut,January,2014,1,33
District of Columbia,January,2014,1,1
Florida,January,2014,0,43
Florida,January,2014,1,68
Georgia,January,2014,1,2
Idaho,January,2014,0,22
Idaho,January,2014,1,40
Illinois,January,2014,1,5
Indiana,January,2014,0,22
Indiana,January,2014,1,36
Iowa,January,2014,1,2
Kansas,January,2014,1,1
Kentucky,January,2014,0,23
Kentucky,January,2014,1,46
Maryland,January,2014,0,9
Maryland,January,2014,1,22
Massachusetts,January,2014,1,1
Michigan,January,2014,1,3
Minnesota,January,2014,0,17
Minnesota,January,2014,1,45
Missouri,January,2014,1,2
Montana,January,2014,1,1
New Jersey,January,2014,1,3
New York,January,2014,0,58
New York,January,2014,1,115
North Carolina,January,2014,0,22
North Carolina,January,2014,1,25
North Dakota,January,2014,0,11
North Dakota,January,2014,1,34
Ohio,January,2014,0,9
Ohio,January,2014,1,38
Oklahoma,January,2014,1,2
Oregon,January,2014,0,22
Oregon,January,2014,1,30
Pennsylvania,January,2014,0,28
Pennsylvania,January,2014,1,50
Puerto Rico,January,2014,1,2
South Carolina,January,2014,1,2
Texas,January,2014,0,34
Texas,January,2014,1,42
Utah,January,2014,0,1
Utah,January,2014,1,2
Virginia,January,2014,0,28
Virginia,January,2014,1,42
Washington,January,2014,1,5
West Virginia,January,2014,0,1
,January,2015,0,34
,January,2015,1,56
California,January,2015,0,79
California,January,2015,1,85
Colorado,January,2015,0,13
Colorado,January,2015,1,12
Connecticut,January,2015,0,14
Connecticut,January,2015,1,14
Florida,January,2015,0,49
Florida,January,2015,1,53
Georgia,January,2015,1,1
Idaho,January,2015,0,30
Idaho,January,2015,1,25
Indiana,January,2015,0,19
Indiana,January,2015,1,24
Iowa,January,2015,0,1
Kentucky,January,2015,0,23
Kentucky,January,2015,1,29
Maryland,January,2015,0,14
Maryland,January,2015,1,19
Massachusetts,January,2015,0,1
Michigan,January,2015,1,1
Minnesota,January,2015,0,34
Minnesota,January,2015,1,32
Nevada,January,2015,0,1
New Jersey,January,2015,0,1
New York,January,2015,0,74
New York,January,2015,1,68
North Carolina,January,2015,0,23
North Carolina,January,2015,1,24
North Dakota,January,2015,0,18
North Dakota,January,2015,1,33
Ohio,January,2015,0,21
Ohio,January,2015,1,23
Oregon,January,2015,0,15
Oregon,January,2015,1,14
Pennsylvania,January,2015,0,33
Pennsylvania,January,2015,1,17
South Carolina,January,2015,0,2
Texas,January,2015,0,24
Texas,January,2015,1,23
Vermont,January,2015,1,1
Virginia,January,2015,0,26
Virginia,January,2015,1,22
Washington,January,2015,0,1
Wisconsin,January,2015,0,1
Wyoming,January,2015,0,1
Indiana,July,2002,1,1
New York,July,2002,0,1
Oregon,July,2002,0,1
California,July,2003,0,2
Kentucky,July,2003,1,2
Massachusetts,July,2003,1,1
New York,July,2003,1,1
Pennsylvania,July,2003,1,1
Rhode Island,July,2003,1,1
Texas,July,2003,1,1
Virginia,July,2003,1,2
,July,2004,0,3
,July,2004,1,2
California,July,2004,0,3
California,July,2004,1,8
Connecticut,July,2004,0,1
Connecticut,July,2004,1,1
Florida,July,2004,0,1
Florida,July,2004,1,1
Georgia,July,2004,1,1
Kentucky,July,2004,0,1
Maryland,July,2004,1,1
Michigan,July,2004,1,1
Minnesota,July,2004,0,2
Minnesota,July,2004,1,3
New Jersey,July,2004,1,1
New York,July,2004,0,1
New York,July,2004,1,3
North Carolina,July,2004,0,1
North Carolina,July,2004,1,2
North Dakota,July,2004,1,2
Oregon,July,2004,0,1
Pennsylvania,July,2004,0,1
Pennsylvania,July,2004,1,2
Texas,July,2004,0,1
Texas,July,2004,1,3
Virginia,July,2004,1,2
,July,2005,0,1
,July,2005,1,1
California,July,2005,0,1
California,July,2005,1,3
Colorado,July,2005,1,3
Connecticut,July,2005,1,1
Florida,July,2005,1,2
Georgia,July,2005,1,1
Idaho,July,2005,1,3
Indiana,July,2005,0,1
Kentucky,July,2005,1,1
Massachusetts,July,2005,0,1
Minnesota,July,2005,0,1
Minnesota,July,2005,1,2
New York,July,2005,1,4
North Carolina,July,2005,1,1
North Dakota,July,2005,1,1
